rank,name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,nation,rep_nation,distributor
198,빠삐용,2019.2.27,"275,814,950",0.0%,"34,638",191,"2,354",미국,미국,(주)드림팩트엔터테인먼트
199,서스페리아,2019.5.16,"302,214,765",0.0%,"33,030",257,"2,913",이탈리아,"이탈리아,미국",(주)홈초이스
200,빅 위시,2019.10.30,"251,990,300",0.0%,"32,684",336,"1,886",멕시코,멕시코,(주)박수엔터테인먼트
201,100일 동안 100가지로 100퍼센트 행복찾기,2019.9.12,"259,264,770",0.0%,"32,573",59,"1,482",독일,독일,(주)영화사 진진
202,마녀배달부 키키,2007.11.22,"269,749,604",0.0%,"32,410",180,"1,962",일본,일본,"(주)스마일이엔티,(주)키다리이엔티,대원미디어(주)"
203,너를 만난 여름,2019.10.16,"266,567,000",0.0%,"32,291",174,"4,677",중국,중국,"오드,(주)홈초이스"
204,썬키스 패밀리,2019.3.27,"245,549,900",0.0%,"31,742",417,"4,922",한국,한국,메가박스중앙(주)플러스엠
205,누구나 아는 비밀,2019.8.1,"237,555,620",0.0%,"30,940",52,"1,252",스페인,"스페인,프랑스,이탈리아","오드,(주)티캐스트"
206,더 길티,2019.3.27,"257,569,700",0.0%,"30,824",108,"2,493",덴마크,덴마크,(주)팝엔터테인먼트
207,신밧드와 마법 양탄자,2019.2.13,"204,586,840",0.0%,"30,534",258,"1,783",덴마크,덴마크,(주)박수엔터테인먼트
208,북클럽,2019.6.20,"220,647,690",0.0%,"30,063",73,"1,592",미국,미국,(주)영화사 진진
209,캐리tv 러브콘서트 더 무비,2019.8.7,"230,599,700",0.0%,"29,277",155,"1,538",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
210,왕이 될 아이,2019.1.16,"229,649,450",0.0%,"29,236",264,"2,719",미국,미국,이십세기폭스코리아(주)
211,"다시, 봄",2019.4.17,"233,916,700",0.0%,"29,048",360,"4,844",한국,한국,(주)스마일이엔티
212,플레이모빌: 더 무비,2019.9.11,"225,898,260",0.0%,"28,850",295,"1,851",캐나다,캐나다,(주)올스타엔터테인먼트
213,대통령의 7시간,2019.11.14,"239,382,840",0.0%,"28,380",84,"1,576",한국,한국,"(주)씨네포트,주식회사 마운틴픽쳐스"
214,마리아 칼라스: 세기의 디바,2019.7.11,"205,683,580",0.0%,"28,048",28,935,프랑스,프랑스,(주)영화사 진진
215,콜드 워,2019.2.7,"229,481,373",0.0%,"27,739",65,"1,587",폴란드,폴란드,아이 엠
216,리틀 포니 프린세스,2019.4.30,"147,356,140",0.0%,"27,681",8,155,미국,미국,제인앤유
217,내 완벽한 남사친의 비밀,2019.3.27,"144,661,080",0.0%,"27,520",8,180,미국,미국,제인앤유
218,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,2019.2.14,"240,726,070",0.0%,"26,931",66,"1,550",일본,일본,(주)애니플러스
219,판소리 복서,2019.10.9,"202,328,680",0.0%,"26,758",345,"4,099",한국,한국,CGV아트하우스
220,굿 라이어,2019.12.5,"215,325,720",0.0%,"26,382",324,"2,926",미국,미국,워너브러더스 코리아(주)
221,크리스마스 호러 스토리,,"139,304,530",0.0%,"26,084",8,142,미국,미국,제인앤유
222,세계는 오늘부터 너의 것,,"139,300,020",0.0%,"25,996",9,156,일본,일본,제인앤유
223,블라인드 멜로디,2019.8.28,"208,723,400",0.0%,"25,863",151,"2,582",인도,인도,찬란
224,전원사형,2019.5.13,"137,483,280",0.0%,"25,816",7,160,일본,일본,제인앤유
225,"미안해요, 리키",2019.12.19,"200,839,200",0.0%,"25,647",69,"1,069",프랑스,프랑스,(주)영화사 진진
226,정글북: 마법 원정대,2019.3.21,"194,472,710",0.0%,"25,419",372,"1,760",러시아,러시아,(주)박수엔터테인먼트
227,칠드런 액트,2019.7.4,"204,263,320",0.0%,"25,256",61,"1,439",영국,영국,(주)홈초이스
228,극장판 포켓몬스터 모두의 이야기,2018.12.19,"209,509,550",0.0%,"25,015",162,854,일본,일본,(주)이수C&E
229,BIFAN2019 판타스틱 단편 걸작선 1,,"150,000,000",0.0%,"25,000",5,125,한국,한국,
230,모험왕 블링키,2019.2.20,"174,676,220",0.0%,"24,787",226,"1,718",호주,호주,(주)라이크콘텐츠
231,추격자: 살인자의 증거,2019.7.24,"75,949,000",0.0%,"24,337",3,103,독일,독일,제인앤유
232,명탐정 코난 : 제로의 집행인,2018.8.8,"194,464,777",0.0%,"23,768",31,"1,042",일본,일본,(주)씨제이이엔엠
233,얼굴없는 보스,2019.11.21,"199,801,000",0.0%,"23,711",293,"2,784",한국,한국,"(주)좋은 하늘,(주)박수엔터테인먼트"
234,노무현과 바보들,2019.4.18,"178,137,640",0.0%,"23,371",366,"4,116",한국,한국,"오키넷,(주)라이크콘텐츠"
235,여대생 기숙사에서 생긴 일,2019.9.10,"70,790,360",0.0%,"23,312",4,103,미국,미국,제인앤유
236,이타미 준의 바다,2019.8.15,"189,163,160",0.0%,"23,302",57,"1,501",한국,한국,(주)영화사 진진
237,트레킹: 저주의 숲,2019.7.4,"69,284,680",0.0%,"23,034",3,98,독일,독일,제인앤유
238,마녀: 소녀의 비밀,2019.7.24,"68,921,160",0.0%,"22,835",4,99,독일,독일,제인앤유
239,철벽선생,2019.3.14,"187,355,700",0.0%,"22,563",182,"3,395",일본,일본,(주)미디어캐슬
240,이스케이프 게임,2019.10.11,"66,331,020",0.0%,"22,451",3,98,독일,독일,제인앤유
241,숲속의 마녀들,2019.8.14,"66,017,200",0.0%,"22,362",3,94,미국,미국,제인앤유
242,숲속왕국의 꿀벌 여왕,2019.3.14,"172,105,990",0.0%,"22,241",372,"1,773",프랑스,프랑스,(주)팝엔터테인먼트
243,드래곤 길들이기,2010.5.20,"233,901,000",0.0%,"22,040",33,"1,485",미국,미국,"유니버설픽쳐스인터내셔널 코리아(유),CJ ENM"
244,판의 미로 - 오필리아와 세 개의 열쇠,2006.11.30,"186,217,700",0.0%,"21,828",44,"1,244",스페인,"스페인,멕시코","(주)디스테이션,(주)프라임엔터테인먼트"
245,사이코패스,2019.9.18,"62,031,400",0.0%,"21,603",3,94,미국,미국,제인앤유
246,로마,2018.12.12,"179,400,636",0.0%,"21,589",20,906,멕시코,멕시코,판씨네마(주)
247,잃어버린 세계를 찾아서,2019.10.9,"161,271,360",0.0%,"21,252",279,"1,637",미국,미국,(주)이수C&E
248,매트릭스,1999.5.15,"185,041,000",0.0%,"20,722",26,"1,044",미국,미국,"영화사 마농(주),(주)씨네클럽봉봉미엘"
249,리노,2019.3.7,"155,296,020",0.0%,"20,699",322,"1,524",브라질,브라질,(주)스톰픽쳐스코리아
250,미드 90,2019.9.25,"169,119,288",0.0%,"20,475",107,"1,704",미국,미국,"오드,(주)홈초이스"
251,결혼 이야기,2019.11.27,"163,322,560",0.0%,"20,114",83,"1,213",영국,영국,판씨네마(주)
252,물의 기억,2019.5.15,"114,776,080",0.0%,"20,010",108,"1,510",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
253,미스 스티븐스,2019.5.2,"163,113,610",0.0%,"19,925",64,"1,380",미국,미국,(주)티캐스트
254,나의 히어로 아카데미아 더 무비: 두 명의 히어로,2019.5.16,"162,979,210",0.0%,"19,917",85,"1,363",일본,일본,(주)리틀빅픽쳐스
255,더 킹: 헨리 5세,2019.10.23,"149,888,820",0.0%,"19,503",146,"2,175",네덜란드,네덜란드,판씨네마(주)
256,레토,2019.1.3,"167,909,772",0.0%,"19,427",112,"2,007",러시아,"러시아,프랑스","(주)엣나인필름,플레이리스트(주)"
257,지구공룡대탐험,2019.8.15,"148,474,640",0.0%,"19,419",265,"1,438",미국,미국,와이드 릴리즈(주)
258,데드 트리거,2018.12.14,"107,789,450",0.0%,"19,320",5,91,미국,미국,제인앤유
259,뱅드림! 필름 라이브,2019.9.26,"166,464,110",0.0%,"19,264",78,"1,198",일본,일본,(주)애니플러스
260,사이몬과 타카시,2019.5.7,"100,885,780",0.0%,"18,479",6,128,일본,일본,제인앤유
261,어제 일은 모두 괜찮아,2019.11.21,"130,530,280",0.0%,"17,756",87,953,한국,한국,(주)삼백상회
262,마담 프루스트의 비밀정원,2014.7.24,"140,102,820",0.0%,"17,752",34,849,프랑스,프랑스,찬란
263,경계선,2019.10.24,"148,261,880",0.0%,"17,714",56,"1,306",스웨덴,"스웨덴,덴마크",(주)제이앤씨미디어그룹
264,유랑지구,2019.4.18,"147,817,410",0.0%,"17,637",178,"2,125",중국,중국,(주)키다리이엔티
265,빌리어네어 보이즈클럽,2019.1.10,"153,912,800",0.0%,"17,413",166,"2,108",미국,미국,"(주)키다리이엔티,플레이리스트(주)"
266,프렌즈: 둥지탈출,2019.5.1,"118,243,260",0.0%,"17,205",184,"1,050",독일,독일,(주)박수엔터테인먼트
267,호크니,2019.8.8,"138,404,352",0.0%,"16,941",44,901,영국,영국,"그린나래미디어(주),(주)키다리이엔티"
268,조,2019.7.11,"136,756,096",0.0%,"16,778",69,"1,267",미국,미국,(주)팝엔터테인먼트
269,크리미널 체이스,2018.12.4,"91,635,150",0.0%,"16,695",6,99,미국,미국,제인앤유
269,아이스,2019.2.7,"132,095,780",0.0%,"16,695",110,"1,057",러시아,러시아,(주)마노엔터테인먼트
271,"고흐, 영원의 문에서",2019.12.26,"130,990,960",0.0%,"16,691",68,572,미국,"미국,프랑스",(주)팝엔터테인먼트
272,김군,2019.5.23,"122,761,590",0.0%,"16,605",73,"1,441",한국,한국,영화사 풀
273,두 교황,2019.12.11,"123,999,040",0.0%,"16,427",66,846,미국,"미국,영국,이탈리아,아르헨티나",판씨네마(주)
274,킹 오브 프리즘 -샤이니 세븐 스타즈-,2019.3.7,"141,519,690",0.0%,"16,423",43,722,일본,일본,동우에이앤이(주)
275,와일드 로즈,2019.10.17,"123,934,040",0.0%,"16,415",152,"2,058",영국,영국,판씨네마(주)
276,마왕의 딸 이리샤,2019.9.26,"116,264,980",0.0%,"16,331",314,"1,599",한국,한국,"(주)싸이더스,(주)삼백상회"
277,행복한 라짜로,2019.6.20,"129,458,240",0.0%,"16,287",39,"1,038",이탈리아,이탈리아,주식회사 슈아픽처스
278,라라와 움직이는 비밀의 숲,2019.8.22,"116,175,960",0.0%,"16,196",237,"1,273",중국,중국,(주)박수엔터테인먼트
279,아픈 만큼 사랑한다,2019.4.3,"112,581,600",0.0%,"16,154",121,"1,517",한국,한국,(주)드림팩트엔터테인먼트
280,극장판 샤이닝스타:새로운 루나퀸의 탄생!,2019.7.18,"129,098,700",0.0%,"15,785",117,"1,106",한국,한국,(주)리틀빅픽쳐스
281,이케아 옷장에서 시작된 특별난 여행,2019.7.18,"127,812,770",0.0%,"15,627",71,"1,016",프랑스,프랑스,(주)스마일이엔티
282,돈 워리,2019.7.25,"120,915,854",0.0%,"15,566",55,960,미국,미국,"그린나래미디어(주),(주)다날엔터테인먼트"
283,파리의 딜릴리,2019.5.29,"131,224,587",0.0%,"15,553",36,835,프랑스,프랑스,오드
284,쉘부르의 우산,1992.9.26,"114,923,068",0.0%,"15,287",33,712,프랑스,"프랑스,독일",(주)에스와이코마드
285,삽질,2019.11.14,"121,341,530",0.0%,"15,276",171,"2,034",한국,한국,(주)엣나인필름
286,헤로니모,2019.11.21,"111,555,720",0.0%,"15,140",68,821,한국,"한국,미국",커넥트픽쳐스(주)
287,극장판 타오르지마 버스터-블랙어썰트의 귀환,2019.12.5,"107,279,920",0.0%,"15,122",259,"1,099",한국,한국,(주)이수C&E
288,해치지않아,2020.1.15,"128,233,000",0.0%,"15,037",79,82,한국,한국,(주)에이스메이커무비웍스
289,크리드2,2019.2.21,"122,284,190",0.0%,"15,023",298,"2,585",미국,미국,워너브러더스 코리아(주)
290,모리스,2019.11.7,"124,682,523",0.0%,"15,009",50,"1,015",영국,영국,알토미디어(주)
291,프렌드 존,2019.10.30,"118,749,200",0.0%,"14,991",104,"1,718",태국,태국,(주)디스테이션
292,아사코,2019.3.14,"128,973,619",0.0%,"14,946",167,"1,736",일본,일본,(주)이수C&E
293,카센타,2019.11.27,"111,472,000",0.0%,"14,659",138,"1,544",한국,한국,(주)트리플픽쳐스
294,수영장으로 간 남자들,2019.7.18,"116,671,096",0.0%,"14,553",79,"1,053",프랑스,프랑스,(주)엣나인필름
295,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,2019.5.30,"121,225,370",0.0%,"14,502",30,584,일본,일본,동우에이앤이(주)
296,시민 노무현,2019.5.23,"116,930,250",0.0%,"14,500",174,"1,708",한국,한국,(주)삼백상회
297,뷰티풀 보이,2019.9.19,"112,988,198",0.0%,"14,432",130,"1,339",미국,미국,(주)이수C&E
298,버티고,2019.10.16,"121,628,340",0.0%,"14,353",298,"3,375",한국,한국,(주)트리플픽쳐스
299,양지의 그녀,2019.3.21,"124,350,580",0.0%,"14,350",134,"1,452",일본,일본,(주)영화사오원
300,별의 정원,2019.7.4,"97,276,300",0.0%,"14,286",210,"1,112",한국,한국,예지림엔터테인먼트
