name,nation,rep_nation,distributor,date3,month,year,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,sales_share,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
러브레터,일본,일본,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트",2013.2.14,2.0,2013.0,341717500.0,45421,53,1763,기타,1,0.0,전체 관람가,117.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,15325.6,7.491666667,14750.0,7.135714286
러브액츄얼리: 크리스마스 에디션,미국,"미국,영국",(주)팝엔터테인먼트,2013.12.18,12.0,2013.0,220720647.0,28872,82,1098,미국,9,0.0,15세 관람가,130.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,1029000.0,8.898571429,322264.4218,8.263363095
러빙 빈센트,영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)",2017.11.9,11.0,2017.0,3264892761.0,409692,314,15804,기타,4,0.0,15세 관람가,95.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,220688.5,8.74,548772.6714,8.4785
러빙 빈센트,영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)",2017.11.9,11.0,2017.0,3061456861.0,384540,272,14651,기타,4,0.0,15세 관람가,95.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.20%,220688.5,8.74,548772.6714,8.4785
러빙 빈센트 : 비하인드 에디션,영국,영국,(주)이수C&E,2018.12.13,12.0,2018.0,171441500.0,19886,97,1417,기타,0,0.0,0,95.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,0.0,0.0,0.0,0.0
러스트 앤 본,프랑스,프랑스,그린나래미디어(주),2013.5.2,5.0,2013.0,240253900.0,31800,38,1622,기타,0,0.0,청소년 관람불가,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,0.0,0.0,0.0,0.0
러시 : 더 라이벌,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2013.10.9,10.0,2013.0,931998000.0,126994,270,8129,미국,4,1.0,청소년 관람불가,123.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.10%,208146.7143,8.395714286,1817250.0,8.13
럭키,한국,한국,(주)쇼박스,2016.10.13,10.0,2016.0,56444461256.0,6975290,1234,155977,한국,0,1.0,15세 관람가,119.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.20%,1778465.833,8.433333333,2547599.854,7.539136905
런 올 나이트,미국,미국,워너브러더스 코리아(주),2015.3.19,3.0,2015.0,2293671495.0,289534,411,15865,미국,5,1.0,청소년 관람불가,114.0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.10%,204119.6667,7.493333333,332677.4452,7.573304762
런닝맨,한국,"한국,미국",이십세기폭스코리아(주),2013.4.4,4.0,2013.0,10060239500.0,1422844,567,45995,한국,0,1.0,15세 관람가,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60%,1996666.667,7.8575,1852650.208,7.64872619
런닝맨 : 풀룰루의 역습,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2018.12.5,12.0,2018.0,1420218750.0,186912,511,5521,한국,6,1.0,전체 관람가,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,180000.0,7.73,479837.2143,8.118571429
런던 해즈 폴른,미국,"미국,영국",메가박스중앙(주)플러스엠,2016.3.10,3.0,2016.0,5908367979.0,731584,526,37569,미국,3,0.0,15세 관람가,98.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.30%,365490.0,7.985,314411.8222,8.03825
런치박스,인도,"인도,프랑스,독일",(주)팝엔터테인먼트,2014.4.10,4.0,2014.0,109941000.0,14660,40,945,기타,0,0.0,12세 관람가,104.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,28500.0,8.24,32539.5,8.6525
레고 닌자고 무비,미국,미국,워너브러더스 코리아(주),2017.9.28,9.0,2017.0,1149394400.0,154966,459,4751,미국,0,1.0,전체 관람가,101.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,79471.0,7.148928571,647737.2708,7.390089286
레고 무비,미국,미국,워너브러더스 코리아(주),2014.2.6,2.0,2014.0,1601300200.0,236129,317,6703,미국,0,1.0,전체 관람가,107.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,1609714.286,8.564285714,230116.2167,8.263333333
레고 무비2,미국,"미국,덴마크,캐나다,노르웨이,호주",워너브러더스 코리아(주),2019.2.6,2.0,2019.0,682894040.0,88392,442,4281,미국,6,1.0,전체 관람가,107.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,1609714.286,8.564285714,230116.2167,8.263333333
레고 배트맨 무비,미국,미국,워너브러더스 코리아(주),2017.2.9,2.0,2017.0,1175424305.0,148760,427,5949,미국,9,1.0,전체 관람가,106.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,154500.0,8.6675,548608.6458,8.126666667
레드 스패로,미국,미국,이십세기폭스코리아(주),2018.2.28,2.0,2018.0,860743700.0,108344,389,6659,미국,3,1.0,청소년 관람불가,140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1016571.429,8.024285714,48314.57143,8.128333333
레드: 더 레전드,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2013.7.18,7.0,2013.0,21511371970.0,3004649,739,55733,미국,7,1.0,15세 관람가,115.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.40%,872010.75,7.28,1161931.024,6.710619048
레드슈즈,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019.7.25,7.0,2019.0,6103833190.0,817729,717,20376,한국,0,1.0,전체 관람가,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,0.0,0.0,0.0,0.0
레드카펫,한국,한국,(주)프레인글로벌,2014.10.23,10.0,2014.0,2405669580.0,316953,385,17696,한국,0,0.0,15세 관람가,117.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10%,0.0,0.0,0.0,0.0
레디 플레이어 원,미국,미국,워너브러더스 코리아(주),2018.3.28,3.0,2018.0,19933108071.0,2254430,1079,77173,미국,0,1.0,12세 관람가,140.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.10%,1896000.0,7.614,1290237.047,7.856555556
레미제라블,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2012.12.19,12.0,2012.0,19635813500.0,2707479,592,49348,미국,6,1.0,12세 관람가,158.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.30%,1902500.0,8.205,907191.9187,8.078222222
레버넌트: 죽음에서 돌아온 자,미국,미국,이십세기폭스코리아(주),2016.1.14,1.0,2016.0,16107360130.0,2007188,967,55063,미국,4,1.0,15세 관람가,156.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.90%,448867.8,8.236,734725.2222,8.057380952
레슬러,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2018.5.9,5.0,2018.0,6481379657.0,771141,957,43079,한국,3,1.0,15세 관람가,110.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40%,770000.0,6.42,2474285.714,8.096984127
레오나르도 다 빈치,이탈리아,이탈리아,(주)스마일이엔티,2018.4.26,4.0,2018.0,511192200.0,64655,207,2621,기타,0,0.0,전체 관람가,82.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,4426750.0,7.905
레옹,프랑스,프랑스,"(주)제이앤씨미디어그룹,(주)팝파트너스",2013.4.11,4.0,2013.0,327530000.0,43194,75,1677,기타,2,0.0,청소년 관람불가,132.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.00%,137200.0,7.186,2334052.542,7.673666667
레이디 맥베스,영국,영국,주식회사 씨네룩스,2017.8.3,8.0,2017.0,183617800.0,23568,53,1034,기타,1,0.0,청소년 관람불가,89.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,24000.0,7.92,1049000.0,8.65
레이디 버드,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2018.4.4,4.0,2018.0,828329700.0,101781,344,7258,미국,1,1.0,15세 관람가,94.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,184000.0,8.344285714,169515.6429,8.407142857
레이디버그,한국,"한국,프랑스,일본",(주)삼지애니메이션,2017.2.22,2.0,2017.0,310291500.0,41041,172,2158,한국,0,0.0,전체 관람가,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,0.0,0.0
레전드,프랑스,"프랑스,영국",(주)이수C&E,2015.12.10,12.0,2015.0,1436348930.0,179738,449,9991,기타,3,0.0,청소년 관람불가,109.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,598000.0,7.654,1010891.262,7.802857143
레전드 오브 래빗: 불의 전설,중국,중국,(주)팝엔터테인먼트,2015.9.24,9.0,2015.0,178371100.0,24111,126,954,기타,5,0.0,전체 관람가,80.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,24000.0,7.71,19240.2,7.435666667
레전드 오브 타잔,미국,미국,워너브러더스 코리아(주),2016.6.29,6.0,2016.0,7196970717.0,858402,593,28021,미국,5,1.0,12세 관람가,109.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.40%,3038000.0,8.338,744268.0133,8.023333333
레지던트 이블: 파멸의 날,미국,"미국,독일,호주,캐나다,프랑스",유니버설픽쳐스인터내셔널 코리아(유),2017.1.25,1.0,2017.0,6422202365.0,765259,599,24450,미국,4,1.0,청소년 관람불가,106.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.40%,684285.7143,7.342857143,270736.2857,7.298833333
레터스 투 갓,미국,미국,(주)모멘텀엔터테인먼트,2016.2.25,2.0,2016.0,432604300.0,66250,119,2297,미국,0,0.0,전체 관람가,114.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,0.0,0.0
레토,러시아,"러시아,프랑스","(주)엣나인필름,플레이리스트(주)",2019.1.3,1.0,2019.0,167909772.0,19427,112,2007,기타,0,0.0,15세 관람가,128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,23000.0,8.44,376795.5833,8.004166667
레플리카,미국,미국,(주)제이앤씨미디어그룹,2019.9.25,9.0,2019.0,324884230.0,40985,360,5138,미국,0,0.0,15세 관람가,107.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.00%,648666.6667,8.103333333,589550.375,7.097
령 : 저주받은 사진,일본,일본,(주)스톰픽쳐스코리아,2015.6.4,6.0,2015.0,277244253.0,36371,253,3871,기타,5,0.0,15세 관람가,115.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,112036.0,4.45,50960.93333,7.405666667
로건,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2017.3.1,3.0,2017.0,18391060223.0,2169109,954,68709,미국,1,1.0,청소년 관람불가,119.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.00%,1431000.0,8.456666667,1179833.333,8.366666667
로건 럭키,미국,미국,(주)스톰픽쳐스코리아,2018.3.14,3.0,2018.0,180226600.0,23336,257,3250,미국,8,0.0,12세 관람가,119.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.00%,272770.2,7.042,693080.3083,7.885505952
로그 원: 스타워즈 스토리,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2016.12.28,12.0,2016.0,9047995594.0,1019309,1717,32667,미국,7,1.0,12세 관람가,133.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.20%,570360.0,6.45,874316.9583,7.648541667
로그 원: 스타워즈 스토리,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2016.12.28,12.0,2016.0,5127537094.0,596487,907,15441,미국,7,1.0,12세 관람가,133.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.30%,570360.0,6.45,874316.9583,7.648541667
로덴시아: 마법왕국의 전설,페루,"페루,아르헨티나",(주)영화사 빅,2013.10.2,10.0,2013.0,632768500.0,98575,221,3017,기타,4,0.0,전체 관람가,87.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,99000.0,7.43,99000.0,7.43
로렌스 애니웨이,캐나다,"캐나다,프랑스",(주)엣나인필름,2013.12.19,12.0,2013.0,72887456.0,9315,27,370,기타,5,0.0,15세 관람가,168.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,109403.1667,7.994,60956.92222,7.769
로마,멕시코,멕시코,판씨네마(주),2018.12.12,12.0,2018.0,352645636.0,42990,52,1634,기타,0,0.0,15세 관람가,135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,8.514,0.0,0.0
로마,멕시코,멕시코,판씨네마(주),2018.12.12,12.0,2018.0,173245000.0,21401,32,728,기타,0,0.0,15세 관람가,135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,8.514,0.0,0.0
로마 위드 러브,미국,"미국,이탈리아,스페인","(주)팝엔터테인먼트,(주)나이너스엔터테인먼트",2013.4.18,4.0,2013.0,1324599301.0,180779,201,7618,미국,9,0.0,청소년 관람불가,111.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,92360.0,7.762321429,241061.6111,8.206214286
로마의 휴일,한국,한국,메가박스중앙(주)플러스엠,2017.8.30,8.0,2017.0,993321176.0,134827,436,10999,한국,3,0.0,15세 관람가,108.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,275000.0,7.84,590011.9048,7.658690476
로망,한국,한국,(주)메리크리스마스,2019.4.3,4.0,2019.0,600174900.0,81754,405,6636,한국,0,0.0,전체 관람가,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,0.0,0.0
로미오와 줄리엣,미국,미국,"이십세기폭스코리아(주),(주)프레인글로벌",2014.3.27,3.0,2014.0,84831500.0,12679,47,1208,미국,0,1.0,15세 관람가,120.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,0.0,0.0,104279.2083,7.06
로보캅,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014.2.13,2.0,2014.0,7299641958.0,979509,627,29686,미국,3,1.0,12세 관람가,121.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.40%,244279.75,7.4175,164422.1032,7.428174603
로봇 앤 프랭크,미국,미국,(주)마인스 엔터테인먼트,2013.1.17,1.0,2013.0,69243000.0,10379,38,553,미국,5,0.0,12세 관람가,89.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.00%,10000.0,6.99,140652.35,8.103566667
"로봇, 소리",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2016.1.27,1.0,2016.0,3519595560.0,476665,609,25502,한국,6,1.0,12세 관람가,117.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20%,990000.0,8.435,1645666.013,7.782314626
로빈슨 크루소,벨기에,벨기에,(주)영화사 빅,2016.9.7,9.0,2016.0,1071533400.0,139392,329,4326,기타,0,0.0,전체 관람가,90.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,570714.2857,8.748571429,537068.3333,7.471666667
로빈슨의 언더워터 어드벤처,러시아,러시아,(주)박수엔터테인먼트,2018.11.15,11.0,2018.0,125199550.0,17674,216,1015,기타,7,0.0,전체 관람가,73.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,18000.0,5.8,2221541.667,7.337444444
로스트 인 더스트,미국,미국,메가박스중앙(주)플러스엠,2016.11.3,11.0,2016.0,633772822.0,81236,354,7248,미국,4,0.0,15세 관람가,103.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00%,39239.16667,7.657142857,851269.9048,8.065650794
로스트 인 파리,프랑스,"프랑스,벨기에",그린나래미디어(주),2017.5.18,5.0,2017.0,215591038.0,27206,85,1708,기타,2,0.0,12세 관람가,83.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,23626.75,7.795416667,23626.75,7.795416667
로얄 어페어,덴마크,"덴마크,스웨덴,독일,체코",(주)화인픽쳐스,2012.12.27,12.0,2012.0,118215600.0,15378,20,767,기타,3,0.0,청소년 관람불가,137.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,40428.66667,7.94,370915.5833,8.17
로켓맨,영국,"영국,미국",롯데컬처웍스(주)롯데엔터테인먼트,2019.6.5,6.0,2019.0,936108063.0,108586,640,9870,기타,0,1.0,15세 관람가,121.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,0.0,0.0
로코왕국의 전설: 엘프킹을 찾아서,중국,중국,"(주)마인스 엔터테인먼트,(유)영화사 화수분",2014.6.26,6.0,2014.0,107159100.0,16070,178,1026,기타,4,0.0,전체 관람가,83.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,16000.0,6.09,1242099.833,6.975
론 레인저,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013.7.4,7.0,2013.0,2750149500.0,387527,401,14155,미국,3,1.0,15세 관람가,149.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.20%,1731666.667,7.851666667,439871.6667,8.081055556
론 서바이버,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2014.4.2,4.0,2014.0,1433147820.0,190611,305,11565,미국,1,1.0,0,121.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.10%,0.0,4.75,0.0,5.095
롤러코스터,한국,한국,(주)씨제이이엔엠,2013.10.17,10.0,2013.0,1913087600.0,270148,374,14726,한국,0,1.0,15세 관람가,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,5016000.0,7.958,3036039.706,7.747825397
롱 리브 더 킹: 목포 영웅,한국,한국,"메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다",2019.6.19,6.0,2019.0,9228798910.0,1094404,965,38839,한국,4,0.0,15세 관람가,118.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.50%,3985000.0,7.3275,1579738.095,8.095297619
롱 샷,미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019.7.24,7.0,2019.0,1677753797.0,191122,454,8318,미국,2,0.0,15세 관람가,125.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,493333.3333,8.583333333,1743151.333,8.367142857
루돌프와 많이있어,일본,일본,(주)씨제이이엔엠,2016.12.28,12.0,2016.0,1627646800.0,215993,747,5266,기타,11,1.0,전체 관람가,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,205107.1429,8.603571429,97510.41667,8.475666667
루돌프와 많이있어,일본,일본,(주)씨제이이엔엠,2016.12.28,12.0,2016.0,682883600.0,89510,375,1733,기타,11,1.0,전체 관람가,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,205107.1429,8.603571429,97510.41667,8.475666667
루비 스팍스,미국,미국,(주)팝엔터테인먼트,2018.5.10,5.0,2018.0,262133400.0,29760,149,3828,미국,2,0.0,15세 관람가,104.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,25333.33333,8.536666667,90925.42857,8.115357143
루시,미국,"미국,프랑스",유니버설픽쳐스인터내셔널 코리아(유),2014.9.3,9.0,2014.0,16468076039.0,1974893,641,44585,미국,0,1.0,청소년 관람불가,101.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.00%,137200.0,7.186,2305348.111,7.808854167
루시드 드림,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2017.2.22,2.0,2017.0,759481000.0,102170,461,8534,한국,0,1.0,15세 관람가,101.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00%,1641.666667,6.003333333,784.0,4.752
루이스,독일,독일,(주)스마일이엔티,2018.9.20,9.0,2018.0,729147750.0,93000,325,3547,기타,0,0.0,전체 관람가,85.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,140000.0,7.855
루터,독일,독일,THE 픽쳐스,2017.10.18,10.0,2017.0,219196300.0,31314,94,1607,기타,0,0.0,12세 관람가,123.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,32000.0,9.1,1061805.917,8.175111111
룸,아일랜드,"아일랜드,캐나다","(주)팝엔터테인먼트,(주)영화사 빅",2016.3.3,3.0,2016.0,700569900.0,87673,333,6926,기타,3,0.0,15세 관람가,131.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.00%,71500.0,8.74,2606429.975,7.726428571
류이치 사카모토: 코다,일본,일본,주식회사 씨네룩스,2018.6.14,6.0,2018.0,122844400.0,14303,49,1202,기타,1,0.0,전체 관람가,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,16408.0,8.29,0.0,0.0
르누아르,프랑스,프랑스,프리비젼엔터테인먼트,2014.2.13,2.0,2014.0,88968900.0,12273,22,716,기타,0,0.0,청소년 관람불가,111.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,12000.0,7.68,12210.5,7.428333333
리그레션,스페인,"스페인,캐나다",(주)박수엔터테인먼트,2015.10.15,10.0,2015.0,141042885.0,18057,143,1856,기타,2,0.0,15세 관람가,106.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,12216.5,7.87,687524.25,6.96625
리노,브라질,브라질,(주)스톰픽쳐스코리아,2019.3.7,3.0,2019.0,155296020.0,20699,322,1524,기타,0,0.0,전체 관람가,88.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,21000.0,8.51,425365.2333,7.858666667
리딕,미국,미국,(주)영화사 빅,2013.11.28,11.0,2013.0,927494000.0,132059,275,7468,미국,5,0.0,15세 관람가,118.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.10%,240000.0,7.586666667,1241147.99,7.036704762
리빙보이 인 뉴욕,미국,미국,주식회사 더쿱,2017.11.9,11.0,2017.0,248619800.0,30379,158,2998,미국,6,0.0,15세 관람가,89.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,1873600.0,8.402,689838.5357,7.411190476
리스본행 야간열차,독일,"독일,스위스,포르투갈",(주)나이너스엔터테인먼트,2014.6.5,6.0,2014.0,588227536.0,76132,57,2292,기타,3,0.0,15세 관람가,111.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.00%,25434.5,7.8025,313252.4222,8.264222222
리얼,한국,한국,(주)씨제이이엔엠,2017.6.28,6.0,2017.0,3357312530.0,470105,970,25139,한국,3,1.0,청소년 관람불가,137.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.20%,470000.0,4.44,4180089.886,7.838809524
리오 2,미국,미국,이십세기폭스코리아(주),2014.5.1,5.0,2014.0,5669231900.0,765961,598,14929,미국,6,1.0,전체 관람가,101.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,522873.5714,8.506666667,634559.8,8.0061
리즈와 파랑새,일본,일본,"(주)디스테이션,플레이리스트(주)",2018.10.9,10.0,2018.0,174140400.0,21153,214,2509,기타,2,0.0,전체 관람가,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,75132.0,8.895,0.0,0.0
리틀 뱀파이어,독일,"독일,미국",(주)이수C&E,2018.1.18,1.0,2018.0,164278600.0,23014,213,1552,기타,2,0.0,전체 관람가,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,35491.33333,8.09875,23833.33333,8.17
리틀 보이,미국,"미국,멕시코",메가박스중앙(주)플러스엠,2015.12.10,12.0,2015.0,100778300.0,14343,143,1371,미국,0,0.0,12세 관람가,106.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.00%,0.0,0.0,0.0,0.0
리틀 포니 프린세스,미국,미국,제인앤유,2019.4.30,4.0,2019.0,147356140.0,27681,8,155,미국,2,0.0,전체 관람가,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,14100.0,3.75,157000.0,4.105
리틀 포레스트,한국,한국,메가박스중앙(주)플러스엠,2018.2.28,2.0,2018.0,11929202185.0,1506269,884,68414,한국,4,0.0,전체 관람가,103.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.70%,609686.0,8.702857143,2130693.25,8.585357143
리틀 폭스,중국,중국,예지림엔터테인먼트,2016.6.23,6.0,2016.0,119113500.0,16207,150,934,기타,0,0.0,전체 관람가,82.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,82650.04167,7.729583333
리틀 프린세스 소피아 : 신비한 섬,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2017.9.28,9.0,2017.0,441475500.0,62454,135,2823,미국,2,1.0,0,64.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,53500.0,8.69,0.0,5.91
리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2017.4.13,4.0,2017.0,317454000.0,45484,164,2208,미국,3,1.0,전체 관람가,63.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.00%,53500.0,8.69,113450.0,8.622166667
리틀드래곤 코코넛,독일,독일,(주)영화사 빅,2015.7.2,7.0,2015.0,256425400.0,35119,209,1329,기타,6,0.0,전체 관람가,79.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,6060000.0,8.21
리틀메딕: 몸속탐험대,독일,독일,(주)팝엔터테인먼트,2016.11.24,11.0,2016.0,515053700.0,66562,291,2442,기타,1,0.0,전체 관람가,75.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,67000.0,7.91,0.0,0.0
립반윙클의 신부,일본,일본,"TCO(주)더콘텐츠온,주식회사 더쿱",2016.9.28,9.0,2016.0,156603300.0,19412,85,1571,기타,3,0.0,15세 관람가,119.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,15325.6,7.491666667,20906.625,7.0825
